PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_TM,PMNTN_RISK,PMNTN_RECO
7923,488805801,금원산,상천리구간,,1.30,1,39,,
2221,488800401,건흥산,건흥산-취우령구간,,1.30,1,39,,
1720,488700101,거망산,,,1.28,1,39,,
1259,488906501,감암산,,,1.31,1,39,,
52691,482705301,하서산,고라리구간,,1.30,1,39,,
37990,482703101,열왕산,,,1.30,1,39,,
35467,488904501,악견산,용문사구간,,0.76,2,39,,
31337,487401801,석천산,예리구간,,1.30,1,39,,
28160,488807901,비계산,비계산-마장재길구간,,1.29,1,39,,
45146,481901201,장복산,여좌동구간,,1.32,1,39,,
43037,483107304,윤개해안,장승포동구간,,1.30,1,39,,
41548,481901001,웅산,자은동구간,,1.28,1,39,,
37607,267101201,연대봉,,,1.31,1,39,,
6803,482500401,굴암산,미음동구간,,1.09,1,39,,
52420,481502901,팔용산,,,0.77,2,39,,
46865,482503701,주주봉,천곡리구간,,1.06,1,39,,
41568,481901001,웅산,,,1.29,1,39,,
41583,481901001,웅산,,,1.28,1,39,,
41655,481901001,웅산,,,1.31,1,39,,
41694,481901001,웅산,,,1.28,1,39,,
27673,482501901,분성산,,,1.31,1,39,,
11747,481100201,대암산,신안리구간,,0.62,2,39,,
7948,482504901,금음산,,,1.29,1,39,,
7950,482504901,금음산,,,1.31,1,39,,
2564,482500201,경운산,,,0.77,2,39,,
6803,482500401,굴암산,미음동구간,,1.09,1,39,,
21504,265300101,백양산,,,1.29,1,39,,
5390,261400101,구덕산,,,1.30,1,39,,
8195,264100101,금정산,가산리구간,,1.32,1,39,,
8021,264100101,금정산,,,1.33,1,39,,
45298,263500501,장산,좌동구간,,1.30,1,39,,
8170,264100101,금정산,,,1.32,1,39,,
52663,482705301,하서산,중산리구간,,1.30,1,39,,
52689,482705301,하서산,,,1.32,1,39,,
48990,483302201,천태산,,,1.31,1,39,,
44534,482503501,작약산,,,1.28,1,39,,
7192,482500501,금동산,우계리구간,,1.20,1,39,,
43204,264100103,윤산둘레길,회동동 회동댐 공원-오륜동 수변산책?,윤산전경,1.33,1,39,수변산책길은 미끄러짐에 주의,
35401,267101101,아홉산,,,1.29,1,39,,
54057,482705401,향로산,구천리구간,,1.32,1,39,,
51674,483302301,토곡산,화제리구간,,1.28,1,39,,
51681,483302301,토곡산,,,1.30,1,39,,
51691,483302301,토곡산,,,1.29,1,39,,
51693,483302301,토곡산,,,1.28,1,39,,
45566,482704101,재약산,,,1.06,1,39,,
45589,482704101,재약산,,,1.29,1,39,,
45590,482704101,재약산,,,1.29,1,39,,
38979,483301501,오봉산,범어리구간,,1.28,1,39,,
38980,483301501,오봉산,범어리구간,,1.33,1,39,,
38245,483301301,영축산,선리구간,,1.33,1,39,,
38258,483301301,영축산,,,1.28,1,39,,
16348,483302501,매봉산,,,1.28,1,39,,
16374,483302501,매봉산,화제리구간,,1.32,1,39,,
7816,482700701,금오산,영포리구간,,1.30,1,39,,
8312,264100101,금정산,사송리구간,,1.29,1,39,,
8312,264100101,금정산,사송리구간,,1.29,1,39,,
45566,482704101,재약산,,,1.06,1,39,,
48634,483302101,천성산,평산동구간,,1.28,1,39,,
48609,483302101,천성산,,,1.32,1,39,,
11790,483300501,대운산,,,1.32,1,39,,
49243,267101601,철마산,두명리구간,,1.32,1,39,,
27900,267101901,불광산,예림리구간,,1.08,1,39,,
10690,267100401,달음산,용천리구간,,1.29,1,39,정상 부근이 암봉으로 이루어져 있어 눈.비 올때 낙상 주의,
30479,312000501,새바지산,서부동구간,,1.28,1,39,,
29958,311400201,삼호산,옥동구간,,1.28,1,39,,
32008,272600501,성암산,,,0.92,1,39,,
55053,482705801,화악산,,,1.31,1,39,,
50758,277103301,최정산,오리구간,,1.33,1,39,,
32008,272600501,성암산,,,0.92,1,39,,
41095,478202401,운문산,,,1.32,1,39,,
41126,478202401,운문산,,,1.30,1,39,,
41095,478202401,운문산,,,1.32,1,39,,
41126,478202401,운문산,,,1.30,1,39,,
38962,471304301,오봉산,도계리구간,,1.20,1,39,,
10550,471301101,단석산,,,1.32,1,39,,
547,317100101,가지산,,,1.30,1,39,,
548,317100101,가지산,,,1.32,1,39,,
44423,311100201,입화산,,,1.29,1,39,,
53545,451400203,함라산둘레길,입점리구간,,1.28,1,39,,
50370,451303801,청암산,남내리구간,,1.32,1,39,,Y
16136,451302101,망해산,축동리구간,,1.28,1,39,,
16182,451302101,망해산,옥곤리구간,,1.30,1,39,,
44614,441802301,잔미산,읍내리구간,,1.31,1,39,,
39448,441801901,옥마산,개화리구간,,1.33,1,39,,
53571,451400203,함라산둘레길,웅포면송천리-웅포면성당리구간,,1.32,1,39,,
53614,451400203,함라산둘레길,함열리구간,,1.32,1,39,,
49057,457103401,천호산,분기점-놋짐재구간,봉안경당/피정의 집,1.28,1,39,,
11650,457104204,대아수목원,대아리구간,,1.28,1,39,,
51436,441803101,태봉산,교성리구간,,1.28,1,39,,
45541,448101601,장학산,여래미리구간,,1.29,1,39,,
39174,447902404,오서산이봉걸골,수정리구간,,1.29,1,39,,
39095,441801701,오서산,,,1.32,1,39,,
39092,441801701,오서산,죽림리구간,,0.91,1,39,,
17458,441501201,무성산,,,1.31,1,39,,
14685,441506004,마곡사,운암리구간,,1.30,1,39,,
28585,302000901,빈계산,온천리구간,,1.32,1,39,,
1321,302000101,갑하산,,,1.28,1,39,,
39038,447301501,오산,진의리 오산입구구간,,1.30,1,39,,
1321,302000101,갑하산,,,1.28,1,39,,
54654,441504101,호태산,월송동구간,,1.30,1,39,,
42313,441502801,월성산,민가구간,밤나무밭,1.05,1,39,,
17441,441501201,무성산,,,1.30,1,39,,
44505,447301701,작성산,작성산능적주변임도갈림길-금이산성및,,1.29,1,39,"임도 이외의 구간 에 급경사, 및 자갈,바위 등으로 등산로 정비가 요구됨",
44509,447301701,작성산,신방리구간,,1.31,1,39,"임도 이외의 구간 에 급경사, 및 자갈,바위 등으로 등산로 정비가 요구됨",
51783,448252001,퇴비산,장산리 예비군교육장-시목리 망향의 길,,1.30,1,39,,
43420,448301401,은봉산,수당리구간,,1.29,1,39,,
38178,442002401,영인산,서원리구간,,1.33,1,39,,
31835,442002101,설화산,중리구간,,1.33,1,39,,
24900,448101001,봉명산,구암리구간,,1.33,1,39,,
20183,442001901,배방산,회룡리구간,,0.93,1,39,,
12594,448102401,도고산,도산리구간,,1.31,1,39,급경사구간주의,
12278,448100301,덕산_가야산,용현리구간,,1.32,1,39,,
5655,448300101,구룡산,구룡동구간,,1.33,1,39,,
4980,442000401,광덕산,,,1.32,1,39,,
46024,414603001,정배산,북가현리구간,,1.28,1,39,,
12424,415500801,덕암산,,,1.33,1,39,,
12455,415500801,덕암산,,,1.31,1,39,,
31020,415501901,서운산,,,1.30,1,39,,
17515,437500601,무제산,임도구간,,1.31,1,39,,
15347,437500401,만뢰산,연곡리구간,,0.77,2,39,,
43454,441302701,은석산,병천리구간,,1.28,1,39,,
31858,441301701,성거산,천흥리구간,,1.30,1,39,,
57014,441303901,구성산,유량동구간,,1.32,1,39,,
4797,411170201,광교산,하광교동구간,,1.33,1,39,,
3963,415900201,고초봉,남양동(대광파인벨리)-신남동구간,,1.21,1,39,노선 분기점 중 급경사 지점,
51060,411170701,칠보산,천천리구간,,1.28,1,39,,
17349,415900801,무봉산,,,1.30,1,39,,
34051,414602501,시궁산,묵리구간,,1.29,1,39,,
24469,414604101,봉두산,송문리구간,,1.33,1,39,,
51569,416102501,태화산,상림리구간,,1.30,1,39,,
34235,301100103,식장산둘레길,대성동구간,,1.31,1,39,,
29797,301106001,삼정산,삼정삼거리-함지뱅이삼거리구간,,1.31,1,39,등산로상에 방치된 간벌목,
1074,301103804,갈현성,비룡동구간,,1.32,1,39,,
40452,437402901,용소봉,박계리구간,,0.91,1,39,,
17282,437401301,무량산,영동읍동정리-영동읍회동리-설계리구,영동군청,1.30,1,39,야생동물(멧돼지 가끔 무리지어 나타남),
877,437400201,갈기산,,,1.31,1,39,,
30644,447101401,서대산,금산리구간,,0.76,2,39,,
47566,447103001,진악산,성곡리구간,,1.29,1,39,,
47415,472503701,지장산,,,1.31,1,39,,
8837,472500501,기양산,,,1.30,1,39,,
56799,437403701,황학산,,,1.28,1,39,,
10405,437400801,눌의산,추풍령리구간,,1.31,1,39,,
47415,472503701,지장산,,,1.31,1,39,,
54643,437202104,호점산성,남대문리구간,,0.75,2,39,,
10405,437400801,눌의산,추풍령리구간,,1.31,1,39,,
48314,472503901,천봉산,만산동구간,성황사,1.30,1,39,,
45308,472804701,장성봉,원북리구간,,1.33,1,39,,
41033,472803101,운달산,,,1.31,1,39,,
17153,472505301,묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면용?,,0.91,1,39,,
35477,437603501,악희봉,주진리구간,,1.31,1,39,,
17153,472505301,묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면용무,,0.91,1,39,,
46862,431304901,주정산,수회리구간,,1.30,1,39,,
35477,437603501,악희봉,주진리구간,,1.31,1,39,,
29313,437450201,삼보산,남하리구간,,1.30,1,39,,
28587,431102601,뾔족산,도원리구간,,1.30,1,39,,
5352,431100301,구녀산,율리구간,,1.33,1,39,,
39259,471904801,오태동산,,,1.33,1,39,,
21835,471905301,백운봉,시영아파트옆입구구간,,1.33,1,39,급경사 1개소(할딱고개) 있으니 주의 필요함,
21939,471905301,백운봉,숭오리구간,,0.78,2,39,급경사 1개소(할딱고개) 있으니 주의 필요함,
7763,471900101,금오산,남통동구간,,1.32,1,39,,
47090,431303601,지등산,손동리구간,,1.30,1,39,,
43962,431302801,인등산,,,1.31,1,39,,
43969,431302801,인등산,조동리구간-임도,,1.23,1,39,,
20458,431504601,백곡산,모산동구간,,0.92,1,39,,
17529,437500601,무제산,명암리구간,,1.32,1,39,,
10824,431501001,당두산,중전리구간,,0.77,2,39,,
258,437700201,가섭산,용산리구간,,1.31,1,39,,
48458,471903601,천생산,금전동구간,,1.07,1,39,,
47376,471905001,지산동산,문성리구간,,1.31,1,39,,
42945,478502801,유학산,학하리구간,,1.31,1,39,,
43008,478502801,유학산,,,1.30,1,39,,
42999,478502801,유학산,성곡리구간,,1.28,1,39,,
43004,478502801,유학산,구평동구간,,0.92,1,39,,
26666,471904401,북봉산,,,1.30,1,39,,
15237,477201901,마항산,금구리구간,,1.28,1,39,,
57004,271401401,환성산,,,1.24,1,39,,
55246,271401401,환성산,,,1.29,1,39,,
55237,271401401,환성산,,,1.31,1,39,,
52218,271401201,팔공산_비로봉,도학동구간,,1.33,1,39,,
43693,271401001,응해산,지묘동구간,,1.33,1,39,급경사로 미끄러지기 쉬움,
24933,271401604,봉무공원,도동구간,,1.32,1,39,,
240,478500101,가산,,,1.33,1,39,,
24199,477501701,보현산,,,1.32,1,39,,
20052,472301001,방가산,,,1.28,1,39,,
17937,472900701,무학산,와촌면강학리-하양읍사기리구간,,0.92,1,39,,
12865,471301301,도덕산,봉계리구간,,1.33,1,39,,
51948,271401201,팔공산_비로봉,남산리구간,,1.30,1,39,,
51909,271401201,팔공산_비로봉,,,1.29,1,39,,
50313,477503104,청송자연휴양림,대전리구간,,1.30,1,39,,
39634,471703401,와룡산,,,1.29,1,39,,
21121,479301101,백암산,온정리구간,,1.31,1,39,,
21126,479301101,백암산,,,1.32,1,39,,
19844,471701401,박달산,오운리구간,,1.33,1,39,,
16336,472804601,매봉산,내지리구간,,1.28,1,39,,
13733,477701201,동대산,하옥리구간,,1.33,1,39,,
10094,471100801,내연산,,,1.33,1,39,,
10051,471100801,내연산,,,1.29,1,39,,
9216,477600103,낙동정맥,용전리구간,,1.30,1,39,,
9217,477600103,낙동정맥,속곡리구간,,1.31,1,39,,
8463,471700801,기룡산,,,1.28,1,39,,
6300,471700501,국망봉,신평리구간,,1.32,1,39,,
6140,477300401,구봉산,원당리구간,구봉산산림욕장,1.30,1,39,,
50451,479203501,청옥산,대현리구간,,1.32,1,39,,
19449,479201401,미림산,고계리구간,,0.75,2,39,,
10653,479200501,달봉산,적덕리구간,,1.33,1,39,,
51275,421902201,태백산_장군봉,,,1.29,1,39,,
51300,421902904,태백산악훈련장,백산동구간,,1.23,1,39,,
47403,427707201,지억산,,,1.33,1,39,,
45309,427505701,장성산,문산리구간,,1.28,1,39,,
42943,427704501,유지등산,가수리구간,,1.08,1,39,,
40739,421904001,우금산,동점동구간,,1.23,1,39,,
22063,427708601,백운산,마하리구간,,1.28,1,39,,
17079,427700901,못골산,고한리구간,,1.08,1,39,,
14084,421903601,된봉,황지동구간,,1.32,1,39,,
11756,427505504,대야산성,대야리구간,,1.29,1,39,,
10218,427701901,노목산,,,1.29,1,39,,
39506,431504901,옥순봉구담봉,계란리구간,,1.32,1,39,,
42255,281100701,월미산,북성동구간,,1.29,1,39,,
20494,422300704,백두대간건의령고적대,"삼척시도계읍점리,태백시상사미동(건",,1.06,1,39,,
15789,287100701,만월산,간석동구간,,1.33,1,39,,
1641,282000101,거마산,송내동구간,,1.23,1,39,,
1641,282000101,거마산,송내동구간,,1.23,1,39,,
53394,415500104,한남지선,수암봉입구 주차장구간,,1.30,1,39,,
33482,411700301,수리산,수암동구간,,1.30,1,39,,
29533,411700101,삼성산,,,1.28,1,39,,
4561,116200904,관악산학바위능선,신림동구간,,1.33,1,39,,
4561,116200904,관악산학바위능선,신림동구간,,1.33,1,39,,
11972,412801401,대자산,대자안말길입구-등산로구간,,1.28,1,39,,
5595,116500101,구룡산,,,1.32,1,39,,
49647,412900401,청계산,,,1.31,1,39,,
49654,412900401,청계산,,,1.29,1,39,,
4301,116200201,관악산,중앙동구간,,1.07,1,39,,
4778,411170201,광교산,고기동구간,,1.30,1,39,,
51136,416102401,칠사산,송정동구간,,1.32,1,39,,
49654,412900401,청계산,,,1.29,1,39,,
49722,412900401,청계산,청계동구간,,1.29,1,39,,
18783,416101401,문형산,목동구간,,1.33,1,39,,
28095,113500101,불암산,,,1.33,1,39,,
27116,113050202,북한산_백운대,,,1.33,1,39,,
27181,113050202,북한산_백운대,,,1.21,1,39,,
28095,113500101,불암산,,,1.33,1,39,,
27116,113050202,북한산_백운대,,,1.33,1,39,,
27300,113050202,북한산_백운대,효자동구간,,0.90,1,39,,
13157,113200102,도봉산_자운봉,,,1.30,1,39,,
33168,113500201,수락산,,,1.28,1,39,,
13228,113200102,도봉산_자운봉,교현리구간,,1.28,1,39,,
12935,416300501,도락산,가납리구간,,1.30,1,39,,
27773,416302301,불곡산,,,1.29,1,39,,
12934,416300501,도락산,덕계동구간,,1.28,1,39,,
49505,413602301,철마산,금곡리구간,,1.30,1,39,,
48007,413602201,천마산,호평동구간,,1.07,1,39,,
48050,413602201,천마산,묵현리구간,,0.75,2,39,,
55109,418204401,화야산,,,1.31,1,39,,
55118,418204401,화야산,회곡리구간,,0.78,2,39,,
46686,416503101,주금산,음현리구간,,1.31,1,39,,
32716,412500201,소요산,,,1.30,1,39,,
23095,418201801,보납산,,,1.30,1,39,,
16220,418301701,매곡산,무궁화공원묘원-정상구간,,1.25,1,39,"뱀,벌",
11201,416703601,대렴봉,장흥리구간,,1.31,1,39,,
10982,418201101,대금산,,,1.33,1,39,,
10986,418201101,대금산,두밀리구간,,1.29,1,39,,
9131,427201001,나산,,,1.29,1,39,,
45414,427207104,장전평,,,1.31,1,39,,
13497,427303901,독재봉,학담리구간,,1.24,1,39,,
9459,427201101,남산,,,1.05,1,39,,
8354,427200801,금학산,,,1.32,1,39,,
8366,427200801,금학산,,,1.28,1,39,,
55005,418204301,화악산,,,1.29,1,39,,
55001,418204301,화악산,,,1.33,1,39,,
22052,416501801,백운산,도평리구간,,1.31,1,39,,
19827,416504601,박달봉,도평리구간,,1.28,1,39,,
55001,418204301,화악산,,,1.33,1,39,,
22052,416501801,백운산,도평리구간,,1.31,1,39,,
47593,421106004,집다리골,,,1.29,1,39,,
33324,421103101,수리봉,,,1.33,1,39,,
30022,421102801,삿갓봉,오월리구간,,1.33,1,39,,
30035,421102801,삿갓봉,용산리구간,,1.28,1,39,,
30041,421102801,삿갓봉,오월리구간,,1.32,1,39,,
15084,421101701,마적산,천전리구간,,0.93,1,39,,
14622,421101501,드름산,팔미리구간,,0.90,1,39,,
8377,427200801,금학산,,,1.33,1,39,,
7350,421100801,금병산,,,1.32,1,39,,
4098,427200401,공작산,,,1.33,1,39,,
40645,427901901,용화산,간척리구간,,1.32,1,39,,
40664,427901901,용화산,유촌리구간,용화산 성불령 - 화천군 유포리,1.33,1,39,,N
38711,421103801,오봉산,청평리구간,배치고개 정상근처 - 오봉산 정상근처,0.91,1,39,,
41053,427302401,운무산,속실리구간,,1.31,1,39,,
41057,427302401,운무산,속실리구간,,1.32,1,39,,
41073,427302401,운무산,청량리구간,,1.29,1,39,,
25058,427301501,봉복산,신대리구간,,1.32,1,39,,
21099,427203001,백암산,,,1.28,1,39,,
19951,427301101,발교산,,,1.30,1,39,,
15051,421101701,마적산,간척리구간,,1.32,1,39,,
46936,422305004,준경묘주변산,,,1.32,1,39,,
31808,428302602,설악산_대청봉,,,1.30,1,39,,
30343,427708404,상정바위,,,1.32,1,39,,
28821,427702801,사자목이산,도전리구간,,1.28,1,39,,
20510,427600203,백두대간트레일평창,횡계리구간,,1.30,1,39,,
13881,428301101,동두산,,,1.30,1,39,,
10936,421508604,대공산성,사기막리구간,,1.29,1,39,,
41466,479400103,울릉군숲길,남양리구간,,1.32,1,39,,
41467,479400103,울릉군숲길,천부리구간,,1.05,1,39,,
6968,422300801,근산,건지동구간,,1.29,1,39,,
5214,421500401,괘장산,안인진리구간,,1.05,1,39,,
14761,287100601,마니산,내리구간,,0.94,1,40,,
51196,468902201,큰산,가용리구간,,1.36,1,41,,
49598,469002101,첨찰산,,,1.38,1,41,,
47736,468001701,천관산,연지리구간,,1.38,1,41,,
30406,468901501,상황봉,,,1.34,1,41,,
29173,491101304,산세미오름,고성리구간,,1.37,1,41,,
26556,491102004,북돌아진오름,봉성리구간,,1.35,1,41,,
11216,491300901,대록산,가시리구간,,1.34,1,41,,
47835,467702601,천등산,송정리구간,,1.37,1,41,,Y
33867,468402101,승달산,월선리구간,,1.35,1,41,,
33656,468001901,수인산,대리구간,,1.36,1,41,,
33055,467701601,수덕산,행정리구간,,0.97,1,41,,
22955,467802201,벽옥산,용호리구간,,1.38,1,41,,
48299,467102201,천봉,평장리구간,,1.35,1,41,,
36395,467902501,안양산,,,1.38,1,41,,
20160,467102904,배담재,경상리구간,,1.12,1,41,,
21713,468803101,백우산,광산동구간,,1.34,1,41,,
15153,291101901,마집봉,선교동구간,,1.30,1,41,,
46345,461502801,조계산_장군봉,,,1.34,1,41,,
25680,461504404,봉화별량,학산리구간,,1.35,1,41,,
21066,467901901,백아산,자연휴양림구간,자연휴양림 - 전망대 - 문바위 - 정상 - 마당바위(하늘다리) - 북면이천리,1.38,1,41,,
21069,467901901,백아산,,,1.36,1,41,,
17038,467901601,모후산,,,1.35,1,41,,
17041,467901601,모후산,,,1.38,1,41,,
9603,461500501,남산,덕월동구간,,1.14,1,41,,
54271,488501301,형제봉,,,1.37,1,41,,
54282,488501301,형제봉,,,1.35,1,41,,
47237,488605302,지리산_천왕봉,,,1.35,1,41,,
47241,488605302,지리산_천왕봉,,,1.36,1,41,,
537,481703201,가좌산,,,1.34,1,41,,
47599,481702801,집현산,도리구간,,1.37,1,41,,
12247,488201301,덕산,,,1.34,1,41,,
5136,481700201,광제봉,,,1.26,1,41,,
37540,487301501,여항산,파수리구간,,1.36,1,41,,
48836,481100901,천주산,,,1.34,1,41,,
42448,481702601,월아산_월아봉,,,1.36,1,41,,
17955,481500901,무학산,두척동구간,,1.35,1,41,,
17968,481500901,무학산,,,1.12,1,41,,
17971,481500901,무학산,,,1.37,1,41,,
5037,481500301,광려산,,,1.37,1,41,,
56864,457502501,회문산,안정리구간,,1.34,1,41,,
56865,457502501,회문산,,,1.35,1,41,,
51079,451803101,칠보산,축현리구간,,1.35,1,41,,
42279,451803401,월봉,쌍암동구간,,1.37,1,41,,
16897,452100701,모악산,,,1.34,1,41,,
14431,451803904,두승산성,입석리구간,,1.36,1,41,,
14419,451801001,두승산,상학리구간,,1.38,1,41,,
1418,457700101,강천산_왕자봉,,,1.36,1,41,,
1418,457700101,강천산_왕자봉,,,1.36,1,41,,
24450,468700801,봉대산,홍농읍농협앞-홍농읍칠암삼거리구간,,1.14,1,41,대부분 돌로 이루어져 있는 산이라 위험하다,
34308,457402301,신무산,수분리구간,,1.36,1,41,,
31970,457501401,성수산,,,1.36,1,41,,
16799,451103301,모악산,안덕리구간,,1.36,1,41,,
9991,457200501,내동산,계서리구간,,1.35,1,41,,
7447,451103601,금성산,덕천리구간,,0.97,1,41,,
3317,451100501,고덕산,평화동2가구간,,1.30,1,41,,
48160,457202701,천반산,성산리 섬계마을-성산리 상향마을구??,,1.26,1,41,험노출이 많은 부분이 있으며 필히 등산시 전문 등산화 필요및 등산 장비착용. 산에 물이 귀하므로 물을 충분히 준비하여야 함,
14345,451101201,두리봉,금상동구간,,1.36,1,41,"급경사지와, 낙엽이나 토사가 쌓여 미끄러운 구간이 간혹 있음",
30222,451902301,상산,삼산리구간,,1.35,1,41,,
25902,457401201,봉화산,오천리구간,,1.38,1,41,,
41754,488604601,웅석봉,,,1.36,1,41,,
40054,488604401,왕산,,,1.34,1,41,,
56478,488906401,황매산,상법리구간,폭포,0.95,1,41,,
15962,488805901,망설봉,웃장팔길구간,,1.28,1,41,,
14604,488602001,둔철산,안봉리구간,,1.35,1,41,,
8757,488807501,기백산,상천리구간,,1.35,1,41,,
8815,488807501,기백산,쇠실길구간,,1.38,1,41,,
7878,488805801,금원산,상천리구간,,1.35,1,41,,
10586,488807601,단지봉,단지봉-목통령구간,,1.37,1,41,,
42482,488803601,월여산,신기길구간,,1.38,1,41,,
24185,488802201,보해산,회남재길구간,,1.36,1,41,,
10586,488807601,단지봉,단지봉-목통령구간,,1.37,1,41,,
6556,487200601,국사봉,신현마을-정상구간,,1.36,1,41,,
1265,488805404,감토산숲길,대야리구간,,0.97,1,41,,
910,488900101,갈마산,성산리구간,황강변농장 ~ 갈마산정상,1.11,1,41,,
50215,272900601,청룡산,대곡동구간,,1.34,1,41,,
31181,483106801,석름봉,,,1.36,1,41,,
11006,483101301,대금산,명동리구간,,1.35,1,41,,
10278,483101001,노자산,,,1.34,1,41,,
37614,267101201,연대봉,천성동구간,,1.34,1,41,,
137,264400404,가덕도,동선동구간,,1.27,1,41,,
29053,272000201,산성산,,,0.79,2,41,,
46036,481100701,정병산,덕산리구간,,1.34,1,41,,
41551,481901001,웅산,,,1.36,1,41,,
2513,482500201,경운산,선지리구간,,1.37,1,41,,
25733,267100801,봉화산,,,1.34,1,41,,
34762,482502701,신어산,,,1.38,1,41,,
8038,264100101,금정산,,,1.37,1,41,,
45246,263500501,장산,,,1.36,1,41,,
7980,264100101,금정산,온천동구간,,1.36,1,41,,
8215,264100101,금정산,,,1.36,1,41,,
8240,264100101,금정산,,,1.36,1,41,,
36726,482505001,야훼동산,나전리구간,,1.11,1,41,,
7207,482500501,금동산,,,1.36,1,41,,
29132,482702501,산성산,,,0.79,2,41,,
17571,482501401,무척산,생철리구간,,1.38,1,41,,
49090,482704701,천황산,남명리구간,,1.38,1,41,,
38981,483301501,오봉산,물금리구간,,0.95,1,41,,
38985,483301501,오봉산,화제리구간,,1.34,1,41,,
1900,267100301,거문산,웅천리구간,,1.34,1,41,,
48600,483302101,천성산,,,1.37,1,41,,
48643,483302101,천성산,,,1.35,1,41,,
11786,483300501,대운산,운화리구간,,1.37,1,41,,
34368,317102401,신불산,가천리구간,,1.38,1,41,,
29124,272000201,산성산,용계리구간,,1.37,1,41,,
30464,312000501,새바지산,어물동구간,,1.34,1,41,,
29705,472901101,삼성산,임도,,1.35,1,41,,
5665,472300201,구룡산,매남리구간,,1.34,1,41,,
5868,478200401,구만산,남양리구간,,1.35,1,41,,
37380,482706101,억산,,,1.37,1,41,,
50392,451303801,청암산,금성리구간,,1.36,1,41,,Y
43544,451305004,은파호수공원,미룡동구간,,1.36,1,41,,
51703,471305401,토함산,황용동구간,,1.36,1,41,,
33020,471305801,송화산,석장동구간,,1.30,1,41,,
30469,312000501,새바지산,어물동구간,,1.34,1,41,,
17310,312000301,무룡산,연암동구간,,0.96,1,41,,
40697,451400301,용화산,천마아파트구간,천마아파트- 정상 - 이병기 생가,1.36,1,41,,
16122,451302101,망해산,옥곤리구간,,1.36,1,41,,
16159,451302101,망해산,장상리구간,,1.36,1,41,,
15759,441800401,만수산,,,1.38,1,41,,
49048,457103401,천호산,분기점-놋짐재구간,,1.36,1,41,,
47018,457104301,중수봉,대아리구간,,1.36,1,41,,
34512,457103801,신선봉,구제마을 초입-신성봉 정상구간,,0.95,1,41,,
39111,441801701,오서산,,,1.34,1,41,,
28612,441504204,사곡계실,계실리구간,,1.37,1,41,,
26203,441801101,봉황봉,신대리구간,,1.36,1,41,,
50968,441508101,취국산,양화리구간,,1.38,1,41,,
11190,442300801,대둔산_마천대,오산리구간,,1.35,1,41,,
40913,302001301,우성이산,대전MBC뒷길-문지초등학교구간,,1.35,1,41,곳곳에 뿌리 노출이 심화되고 있음,
39042,447301501,오산,진의리 오산입구구간,원수산능,1.35,1,41,,
17468,441501201,무성산,,,1.35,1,41,,
12304,448100301,덕산_가야산,,,1.35,1,41,,
3950,441500401,고청봉,공암리구간,,1.38,1,41,,
50563,415902701,초록산,,,1.37,1,41,,
50566,415902701,초록산,용소리구간,,1.34,1,41,,
52323,442102701,팔봉산,양길리구간,,1.12,1,41,,
50976,441303201,취암산,응원리구간,,1.36,1,41,,
35066,448301101,아미산,,,1.36,1,41,,
35068,448301101,아미산,양유리구간,,1.28,1,41,,
25473,448102504,봉수산숲길,유곡리구간,,1.28,1,41,,
25451,448102601,봉수산,유곡리구간,,1.28,1,41,,
25421,448101101,봉수산,,,1.35,1,41,,
22077,441301201,백운산,백운암-종합휴양관광지입구구간,,1.29,1,41,,
5007,442000401,광덕산,,,1.36,1,41,,
46023,414603001,정배산,,,1.36,1,41,,
31004,415501901,서운산,상중리구간,,1.34,1,41,,
51536,441303401,태조봉,유량동구간,,1.34,1,41,,
42867,441302501,위례산,운용리구간,,1.26,1,41,,
43471,414604501,은이산,,,1.36,1,41,,
43495,414604501,은이산,,,1.37,1,41,,
34048,414602501,시궁산,화산리구간,,1.36,1,41,,
24464,414604101,봉두산,송문리구간,,1.27,1,41,,
22673,414601801,법화산,,,1.35,1,41,,
18270,414605101,문수산,해곡동-문수봉정상구간,,1.35,1,41,,
14906,416103001,마락산,초부리구간,,1.28,1,41,,
51594,416102501,태화산,,,1.34,1,41,,
15804,447101101,만인산,마전리구간,,1.29,1,41,,
34164,301101201,식장산,세천동구간,,1.35,1,41,,
12562,301104101,덤바위산,비룡동구간,,1.34,1,41,,
17288,437401301,무량산,영동읍동정리-영동읍회동리-설계리구,,1.34,1,41,야생동물(멧돼지 가끔 무리지어 나타남),
30625,447101401,서대산,,,1.36,1,41,,
47559,447103001,진악산,,,1.34,1,41,,
52602,472504601,포성봉,,,1.34,1,41,,
52605,472504601,포성봉,,,1.36,1,41,,
52289,431104801,팔봉산,팔봉리구간,,1.27,1,41,,
6452,437202701,국사봉,송평리구간,,1.36,1,41,,
34141,472503101,식산,서곡동-거동동구간,,1.37,1,41,,
55284,437501501,환희산,봉죽리구간,,1.34,1,41,,
30366,437202601,상학봉,신정리구간,,1.38,1,41,,
5354,431100301,구녀산,대신리구간,,1.36,1,41,,
2406,431105201,것대산,상당산성삼거리길-것대상정상구간,,1.37,1,41,,
44586,478503001,작오산,국조전구간,국조전~분기점,0.96,1,41,,
38356,478401901,영취산,문방리구간,,1.36,1,41,,
