PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_TM,PMNTN_RISK,PMNTN_RECO
9661,478200601,남산,사리구간,,3.75,1,112,,
31476,478201801,선의산,송백리구간,,3.73,1,112,,
603,317100101,가지산,,,3.75,1,112,,
4961,441500601,광덕산,평소리 사랑골 복지회관-평소보건진,,3.73,1,112,,
30272,441506701,상왕명덕산,상왕동구간,,3.74,1,112,,
14398,441505801,두만리산,덕학리구간,,3.74,1,112,,
31062,448101301,서원산,원평리구간,,3.73,1,112,,
13372,472801001,도장산,,,3.74,1,112,,
32800,437201201,속리산_천황봉,사내리구간,,3.72,1,112,,
38480,437702801,오갑산,문촌리구간,,3.76,1,112,,
28548,471102001,비학산,상읍리구간,,1.75,1,112,,
40042,471703501,왕모산,,,3.75,1,112,,
14665,477701501,등운산,영리구간,,1.76,1,112,,
18292,479201301,문수산,오전리구간,,3.73,1,112,,
14092,421903601,된봉,소도동구간,,3.75,1,112,,
32993,431502701,송학산,시곡리구간,,3.72,1,112,,
30782,418202301,서리산,상동리구간,,1.77,1,112,,
25852,428000501,봉화산,,,3.75,1,112,,
41476,479400103,울릉군숲길,저동리구간,,1.75,1,112,,
843,422300201,간대산,하반천리구간,,3.74,1,112,,
4006,477300301,곤지산,양곡리-달제리구간,,3.10,1,113,,
56834,427802701,회목봉,잠곡리구간,,3.81,1,114,,
49602,469002101,첨찰산,,,3.78,1,114,,
30248,468901401,상산,강독 마을-상산 정상구간,,3.79,1,114,,
38440,467902701,예성산,가봉리구간,,3.79,1,114,,
21707,468803101,백우산,광산동구간,,3.79,1,114,,
46338,461502801,조계산_장군봉,신평리구간,,2.66,1,114,,
47203,488605302,지리산_천왕봉,,,3.81,1,114,,
54275,488501301,형제봉,매계리구간,,3.82,1,114,,
37515,487301501,여항산,내곡리구간,,1.79,1,114,,
49068,451903601,천황산,대상리구간,,3.77,1,114,,
26390,457201401,부귀산,진안읍천주교앞-정상-진안읍구간,,3.78,1,114,암벽조심,
11608,488704001,대상골월경산,동화리구간,,3.77,1,114,,
11608,488704001,대상골월경산,동화리구간,,3.77,1,114,,
8759,488807501,기백산,돗수골길구간,,3.82,1,114,,
33104,488808001,수도산,수재길구간,,1.78,1,114,,
18131,478201201,문복산,신원리구간,,1.79,1,114,,
21110,447101301,백암산,건천리구간,,3.81,1,114,,
21110,447101301,백암산,건천리구간,,3.81,1,114,,
18812,447901001,미궐산,송암리구간,,3.82,1,114,,
18056,441501301,묵방산,방흥리구간,,3.12,1,114,등산로가 가파른 급경사로 오르내림,
29697,437301201,삼성산,금산리구간,,1.78,1,114,,
19837,437401501,박달산,영동읍율리1구-한석리구간,,3.81,1,114,일부 급경사 지역 서행,
1303,472500201,갑장산,지천동구간,,3.80,1,114,,
41041,472803101,운달산,,,3.82,1,114,,
14541,472801101,둔덕산,,,3.82,1,114,,
51203,431304601,탄항산,,,3.79,1,114,,
51203,431304601,탄항산,,,3.79,1,114,,
34556,437603801,신성봉,계원리구간,,3.78,1,114,,
18855,431101801,미동산,쌍이리구간,,3.57,1,114,,
38448,416702701,오갑산,관한리구간,,3.77,1,114,,
26481,431301401,부산,하천리구간,,1.79,2,114,,
43938,471304601,인내산,도리구간,,3.78,1,114,,
41358,471105404,운제산구짐이골,산여리구간,,2.68,1,114,,
51550,477502601,태행산,,,3.79,1,114,,
46821,477502301,주왕산,,,3.79,1,114,,
12363,479200701,덕산봉,행화리구간,,3.14,1,114,,
6301,471700501,국망봉,운곡리구간,,3.77,1,114,,
2211,471700201,건지산,태자리구간,,2.23,1,114,,
5602,427505101,구룡산,,,3.77,1,114,,
39521,427704301,옥실골산,직전리구간,,2.23,1,114,,
14458,427700201,두치산,사북리구간,,3.80,1,114,,
11090,421900501,대덕산,한소리구간,,3.80,1,114,,
5602,427505101,구룡산,,,3.77,1,114,,
7717,438002601,금수산,상천리구간,,1.79,2,114,,
51092,412500401,칠봉산,지행동구간,,2.68,1,114,,
55013,418204301,화악산,,,3.79,1,114,,
55013,418204301,화악산,,,3.79,1,114,,
40640,427901901,용화산,,,3.81,1,114,,
50445,427604601,청옥산,,,3.82,1,114,,
19973,427602201,발왕산,수하리구간,,3.81,1,114,,
10339,421501001,노추산,구절리구간,,3.77,1,114,,
41450,479400103,울릉군숲길,사동리구간,,1.78,1,114,,
30062,457403401,삿갓봉,백암리구간,,3.83,1,115,,
8444,457200104,금호남정맥,정곡리구간,,3.83,1,115,,
38490,447102201,오대산,행정리구간,,3.60,1,115,,
38490,447102201,오대산,행정리구간,,3.60,1,115,,
11089,421900501,대덕산,판문리구간,,3.83,1,115,,
10420,438002704,느림보강물길,덕천리구간,,3.84,1,115,,
28618,422303101,사금산,신리구간,,2.25,1,115,,
20995,421901101,백병산,통동구간,,3.83,1,115,,
55026,418204301,화악산,,,3.84,1,115,,
46945,422305004,준경묘주변산,활기리구간,,3.15,1,115,,
30348,427708404,상정바위,,,3.83,1,115,,
54234,421701701,형제봉,남양리구간,,2.70,1,115,,
13917,491300204,동백길,서호동구간,,2.27,1,116,,
25960,467800801,봉화산,,,3.87,1,116,,
22993,468002001,병무산,제산리구간,,3.87,1,116,,
40575,467903001,용암산,용암사구간,용암사(주차장) - 금오산성 - 정상 - 용암사,1.81,1,116,,
44414,457202901,입봉,주화산 정상-소태정 고개구간,나들목쉼터/소태정 고개,3.87,1,116,,
9267,457300301,남덕유산,명덕리구간,,2.73,1,116,,
9267,457300301,남덕유산,명덕리구간,,2.73,1,116,,
19882,487403701,박월산,우천리구간,,1.81,1,116,,
10991,483101301,대금산,송정리구간,,3.85,1,116,,
30500,481102001,새방골산,신촌동구간,,3.19,1,116,,
38015,483301201,염수봉,,,3.88,1,116,,
16055,447900701,망월산,중추리구간,,3.85,1,116,,
6263,441508401,구절산,신풍면선학리-우성면봉현리구간,,3.85,1,116,,
46780,431303501,주봉산,지동리구간,,1.81,1,116,,
23134,431301201,보련산,연하리구간,,1.82,1,116,,
43939,471304601,인내산,도리구간,,1.82,1,116,,
8465,471700801,기룡산,추목리구간,,2.27,1,116,,
56891,479204201,횡악산,분천리구간,,1.82,1,116,,
55203,479204001,화장산,어지리구간,,3.65,1,116,,
52627,479203801,풍락산,고감리구간,,1.81,1,116,,
34304,427704104,신동읍야산,예미리구간,,3.87,1,116,,
43814,422303804,이끼폭포,무건리구간,,3.64,1,116,,
33726,413603704,수종사,송촌리구간,,1.81,1,116,,
48105,413602201,천마산,가곡리구간,,3.85,1,116,,
41776,428106201,원대봉,원대리구간,,3.86,1,116,,
38505,421504602,오대산_노인봉,횡계리구간,,3.88,1,116,,
21038,427703501,백석봉,나전리구간,,3.87,1,116,,
16256,427900701,매봉산,구만리구간,,1.82,1,116,,
221,427700101,가리왕산,장전리구간,,3.86,1,116,,
30341,427708404,상정바위,고양리구간,,1.82,1,116,,
12471,421501601,덕우산,덕우산샘터표지석-정상구간,,1.81,1,116,,
41432,479400103,울릉군숲길,남양리구간,,3.88,1,116,,
50530,421701601,초록봉,부곡동구간,,1.81,1,116,,
11648,457103904,대신리,대신리입구-상황봉정상구간,,2.30,1,117,,
14045,467200103,동악산둘레길,원등리구간,,3.89,1,117,,
47601,481702801,집현산,도리구간,,3.89,1,117,,
54000,428203101,향로봉,,,3.91,1,117,,
16763,451103301,모악산,안덕리구간,,3.91,1,117,,
12530,457200801,덕태산,백암리구간,,3.92,1,117,,
9272,457300301,남덕유산,어전리구간,,3.89,1,117,,
40788,488702701,우락산,도천리구간,,3.90,1,117,,
7048,488804401,금귀봉,구례길구간,,3.90,1,117,,
35463,488904501,악견산,장단리구간,,3.92,1,117,,
19883,488802101,박유산,동례리구간,,3.91,1,117,,
50222,272900601,청룡산,도원동구간,,1.83,1,117,,
29040,272000201,산성산,상인동구간,,1.84,1,117,,
38281,483301301,영축산,지산리구간,,3.89,1,117,,
40470,482703501,용암봉,신곡리구간,,1.84,1,117,,
22193,441800801,백월산,나원리구간,,2.77,1,117,,
31865,441301701,성거산,납안리구간,,2.76,1,117,,
22085,457301401,백운산,소천리구간,,2.77,1,117,,
29397,437402301,삼봉산,고자리구간,,3.92,1,117,,
42464,431503501,월악산_영봉,송계리구간,,3.92,1,117,,
52716,471705201,학가산,신전리구간,,1.84,1,117,,
32664,438001301,소백산_비로봉,삼가리구간,,2.29,1,117,,
14154,421101301,두리봉,백양리구간,,3.92,1,117,,
14494,427601501,두타산,수항리구간,,2.76,1,117,,
4128,428107304,관대리,관대리입구-관대리산약초재배지역옆-,,3.91,1,117,낭떠러지주의,
38718,421507101,오봉산,어흘리구간,,2.77,1,117,,
10336,421501001,노추산,늘막골구간,,2.74,1,117,,
5192,421500401,괘장산,정동진리구간,,3.23,1,117,,
30252,468901401,상산,강독 마을-상산 정상구간,,2.31,1,118,,
16049,488401901,망운산,중현리구간,,1.85,1,118,,
37537,487301501,여항산,중산골구간,,1.85,1,118,,
53465,487204101,한우산,,,1.85,1,118,,
53471,487204101,한우산,,,1.85,1,118,,
28584,302000901,빈계산,온천리구간,,1.85,1,118,,
46092,441507801,정안국사봉,어물리구간,,3.93,1,118,,
39254,472802701,오정산,신현리구간,,3.93,1,118,,
43935,431104301,인경산,대신리구간,,2.31,1,118,,
46016,468902304,정도리구계등,중도리구간,,3.98,1,119,,
36406,467902501,안양산,,,3.94,1,119,,
9607,461500501,남산,덕월동구간,,2.32,1,119,,
47262,488605302,지리산_천왕봉,입석리구간,,3.97,1,119,,
47276,488605302,지리산_천왕봉,범왕리구간,,3.95,1,119,,
46788,488605201,주산,궁항리구간,,3.73,1,119,,
37924,488205101,연화산,북평리구간,,1.86,1,119,,
31474,488204101,선유산,연당리구간,,3.95,1,119,밤나무밭주위라 독충이나 독사에 주의,
37691,457102001,연석산,사봉리구간,원사봉마을~사봉재~정상,1.86,2,119,,
13301,488703701,도숭산,월암리구간,,3.28,1,119,,
54604,488804301,호음산,입석길구간,,3.98,1,119,,
53498,488807101,할미산,할미산길구간,,3.98,1,119,,
5167,488700301,괘관산,봉전리구간,,3.96,1,119,,
22247,481100401,백월산,화양리구간,,2.80,1,119,,
18197,317101801,문수산,굴화리구간,,3.98,1,119,,
18146,478201201,문복산,신원리구간,,3.99,1,119,,
53518,451400401,함라산,입점리구간,,3.98,1,119,,
34097,447901401,시루봉,온직리구간,,3.95,1,119,,
11191,442300801,대둔산_마천대,수락리구간,,1.86,1,119,,
1082,441504401,감바위산,하대리구간,,3.98,1,119,,
4587,411170201,광교산,조원동구간,,3.95,1,119,,
46005,416102101,정광산,왕산리구간,,3.96,1,119,,
14806,437401101,마니산,평계리구간,,3.98,1,119,,
22390,437401901,백화산,,,1.86,2,119,,
7706,477300601,금성산,수정리구간,,3.99,1,119,,
53635,421902401,함백산,고한리구간,,1.86,1,119,,
11996,421903101,대조봉,황지동구간,,2.34,1,119,,
5347,418200801,구나무산,백둔리구간,,3.94,1,119,,
20481,427505801,백덕산,법흥리구간,,3.95,1,119,,
15052,421101701,마적산,,,3.94,1,119,,
215,427700101,가리왕산,회동리구간,,3.98,1,119,,
217,427700101,가리왕산,회동리구간,,3.97,1,119,,
5013,481500301,광려산,,,4.00,1,120,,
2444,457100101,경각산,월성리구간,,1.88,1,120,,
1234,488807204,감악산연수사,내동마을-과정리구간,,1.88,1,120,,
28152,488807901,비계산,도리길구간,,1.88,2,120,,
15760,482701601,만어산,우곡리구간,,1.88,1,120,,
41232,457102401,운암산,산천마을 입구구간,,1.88,1,120,미끄러움,
51022,447902001,칠갑산,적곡리구간,,1.88,1,120,,
40616,422303304,용화곡내골,임원리구간,,1.88,1,120,,
11011,418204904,대금산두밀리고개,대보리 마을회관 구간,,4.00,1,120,,
47739,468001701,천관산,연지리구간,,1.90,1,121,,
46266,467801401,제암산,하산리구간,감나무재 → 작은봉 → 제암산정상 → 곰재 → 간재 → 사자산 → 페러글라이당장 → 안양면 기산리 미륵사,4.05,1,121,,
6206,462300301,구봉화산,황길동구간,,1.90,1,121,,
22106,462300801,백운산,,,4.04,1,121,,
15930,482200801,망산,하소리구간,,2.36,1,121,,
18044,481100103,무학산둘레길,감천리구간,,4.03,1,121,,
20114,457900601,방장산,석정리구간,,2.37,1,121,,
1404,457700101,강천산_왕자봉,,,4.03,1,121,,
20114,457900601,방장산,석정리구간,,2.37,1,121,,
1404,457700101,강천산_왕자봉,,,4.03,1,121,,
13312,488703701,도숭산,,,4.04,1,121,,
11466,488703901,대봉산,광평리구간,,1.89,1,121,,
33101,488808001,수도산,우두령-수도산구간,,4.04,1,121,,
33101,488808001,수도산,우두령-수도산구간,,4.04,1,121,,
6554,487200601,국사봉,봉수초등학교-정상구간,봉수초등학교-정상,1.89,1,121,,
51172,482705001,칠탄산,활성동구간,,4.02,1,121,,
41098,478202401,운문산,,,4.01,1,121,,
18051,451400601,무학산용두산,용안면교동리-용안면용두리구간,,4.04,1,121,,
31402,447101501,선야봉,,,4.03,1,121,,
31402,447101501,선야봉,,,4.03,1,121,,
15021,441506101,마암1898봉,마암리구간,,3.33,1,121,,
30994,415501901,서운산,양백리구간,,4.04,1,121,,
46877,472803901,주흘산,,,4.01,1,121,,
51204,431304601,탄항산,상초리구간,,4.01,1,121,,
51204,431304601,탄항산,상초리구간,,4.01,1,121,,
5940,437200401,구병산,,,1.90,1,121,,
22445,427701501,버무덕골산,,,4.04,1,121,,
17234,416101301,무갑산,신월리구간,,2.36,1,121,,
3615,413600301,고래산,차산리구간,,3.33,1,121,,
53958,412500501,해룡산,탑동동구간,,4.03,1,121,,
46624,421104401,좌방산,발산리구간,,1.90,1,121,,
9129,427201001,나산,동막리구간,,4.02,1,121,,
17083,418201601,몽덕산,,,1.89,1,121,,
40451,421500103,용소골,교항리구간,,4.03,1,121,,
31818,428302602,설악산_대청봉,오색리구간,,4.02,1,121,,
14977,428201201,마산,구성리구간,,1.90,1,121,,
6523,461504701,국사봉,와룡동구간,,2.87,1,122,,
50868,467101801,추월산,,,1.92,1,122,,
50868,467101801,추월산,,,1.92,1,122,,
40612,467102601,용추산,용연리구간,,4.08,1,122,,
56625,482504801,황새봉,병동리구간,,2.87,1,122,,
36723,482505001,야훼동산,신천리구간,,2.86,1,122,,
5682,481100101,구룡산,고암리구간,,1.92,1,122,,
11915,483300501,대운산,,,1.91,1,122,,
7650,472901401,금성산,산전리구간,,1.91,1,122,,
37379,482706101,억산,원서리구간,,1.92,2,122,,
19998,317104501,밝얼산,명촌리구간,,1.92,1,122,,
930,441504301,갈미봉,방문리구간,,4.07,1,122,,
11625,437300401,대성산,윤정리구간,,2.39,1,122,,
12624,437302801,도덕봉,백운리구간,,4.08,1,122,,
39256,472802701,오정산,오천리구간,,4.07,1,122,,
2241,413603404,검단리고개,수산리구간,,1.91,1,122,,
5333,418200801,구나무산,승안리구간,,1.91,1,122,,
37715,418202901,연인산,,,2.40,1,122,,
26640,418202101,북배산,방동리구간,,4.07,1,122,,
5585,427709701,구뎅이산,가수리구간,,1.91,1,122,,
7000,428204604,금강산화암사숲길,신평리구간,,1.92,1,122,,
46804,488605201,주산,반천리구간,반천-중태,4.09,1,123,,
22258,487300801,백이산,원북리구간,,3.85,1,123,,
30063,457403401,삿갓봉,비룡리구간,,1.93,1,123,,
1375,488805501,강섭산,장박리구간,,4.10,1,123,,
48461,483302101,천성산,여락리구간,,4.10,1,123,,
11788,483300501,대운산,내광리구간,,4.09,1,123,,
30832,457101301,서방산,가목마을 회관구간,,2.89,1,123,,
22601,447901101,법산,사점리구간,,2.89,1,123,,
42179,431305101,원통산,대덕리구간,,1.93,1,123,,
41356,471105404,운제산구짐이골,산여리구간,,4.09,1,123,,
19447,479201401,미림산,갈산리구간,,2.41,1,123,,
26602,418202101,북배산,방동리구간,,2.41,1,123,,
30430,421102901,새덕산,,,2.89,1,123,,
31191,421503901,석병산,가목리구간,,4.10,1,123,,
28259,467701301,비봉산,길두리구간,,1.95,1,124,,
26529,468001101,부용산,운주리구간,,4.15,1,124,,
2421,467300201,견두산,두가리구간,,4.13,1,124,,
940,462300201,갈미봉,고사리구간,,1.95,1,124,,
16856,451103301,모악산,안덕리구간,,2.91,1,124,,
9988,457200501,내동산,계서리구간,,1.95,1,124,,
4026,488606304,공개바위,방곡리구간,공개바위,4.12,1,124,,
36713,483104201,앵산,석포리구간,,1.95,1,124,,
31504,483103501,선자산,산양리구간,,1.94,1,124,,
551,317100101,가지산,덕현리구간,,1.94,1,124,,
47828,457103201,천등산,산북리구간,,1.95,1,124,,Y
12287,448100301,덕산_가야산,,,4.14,1,124,,
19597,437401401,민주지산,,,2.93,1,124,,
44531,472803401,작약산,이안면 안룡리 안룡약수터구간,안룡약수터,3.88,1,124,,
10614,471104201,달봉산,임곡리구간,,4.16,1,124,,
48824,472804501,천주산,간송리구간,,1.95,2,124,,
5620,427505101,구룡산,,,2.44,1,124,,
12099,427501101,덕가산,,,4.12,1,124,,
16473,422300103,매원산,임도,,4.15,1,124,,
32607,282000501,소래산,,,4.12,1,124,,
21012,413602501,백봉산,월문리구간,,4.13,1,124,,
43417,418204601,은두봉,,,4.15,1,124,,
3616,418300501,고래산,일신리구간,,4.11,1,124,,
3513,418200601,고동산,삼회리구간,,3.41,1,124,뱀,
39504,418303001,옥산,한화리조트-정상구간,,4.13,1,124,,
26637,418202101,북배산,,,4.13,1,124,,
6953,418204701,귀목봉,적목리구간,,4.15,1,124,,
26637,418202101,북배산,,,4.13,1,124,,
38499,421504602,오대산_노인봉,,,4.12,1,124,,
37244,427302301,어답산,삼거리구간,,1.94,1,124,,
3905,427700801,고양산,고양리구간,,4.11,1,124,,
3230,461504201,계족산,청소리구간,,1.96,1,125,,
11736,481100201,대암산,남산동구간,,1.96,1,125,,
18054,441501301,묵방산,방흥리구간,,3.43,1,125,등산로가 가파른 급경사로 오르내림,
12260,448100301,덕산_가야산,상가리구간,,1.96,1,125,,
2205,471700201,건지산,단천리구간,,1.96,1,125,,
6209,462300301,구봉화산,성황동구간,,4.21,1,126,,
47270,488605302,지리산_천왕봉,중대리구간,,4.21,1,126,,
46797,488605201,주산,반천리구간,,3.44,1,126,,
40584,488205501,용암산,화림리구간,,3.46,1,126,,
20081,481701101,방어산,원북리구간,,2.47,1,126,,
31908,468801501,성미산,북일면 임도구간,,4.18,1,126,,
46084,488605101,정수산,내수리구간,,4.17,1,126,,
12476,457300702,덕유산_향적봉,,,2.95,1,126,,
12476,457300702,덕유산_향적봉,,,2.95,1,126,,
54616,488804301,호음산,호음단맥구간,,4.20,1,126,,
44280,488805101,일산봉,무릉리구간,,4.19,1,126,,
40780,488804501,우두산,의상봉길구간,,1.97,1,126,,
8110,264100101,금정산,구서동구간,,1.98,1,126,,
8141,264100101,금정산,남산동구간,,1.97,1,126,,
22251,481100401,백월산,월백리구간,,1.97,1,126,,
48666,483302101,천성산,대석리구간,,4.22,1,126,,
29126,272000201,산성산,용계리구간,,1.97,1,126,,
41097,478202401,운문산,,,4.20,1,126,,
49097,482704701,천황산,남명리구간,,1.97,2,126,,
18107,317104401,묵장산,녹동리구간,,1.97,1,126,,
49587,441503401,철승산,화흥리구간,,4.19,1,126,,
41367,447301601,운주산,노곡리구간,,4.18,1,126,,
31837,442002101,설화산,수철리구간,,3.97,1,126,,
41367,447301601,운주산,노곡리구간,,4.18,1,126,,
52841,414600103,한남정맥,천리구간,,2.96,1,126,,
48951,447103501,천태산,누교리구간,,1.97,1,126,,
48951,447103501,천태산,누교리구간,,1.97,1,126,,
31910,447101601,성봉,십이폭포입구구간,십이폭포,4.17,1,126,,
47418,472503701,지장산,반계리구간,,1.97,1,126,,
56747,437403801,황악산,흥덕리구간,,4.19,1,126,,
47418,472503701,지장산,반계리구간,,1.97,1,126,,
56747,437403801,황악산,흥덕리구간,,4.19,1,126,,
16461,472501201,매악산,사벌매호리2리(상주예술촌)~사벌면매루,,2.46,1,126,,
6619,477200101,국통산,나호리구간,,2.96,1,126,,
31355,479205001,선달산,오전리구간,,3.47,1,126,,
3224,427500201,계족산,정양리구간,,4.19,1,126,,
9915,416102804,남한산성,광암동구간,,2.96,1,126,,
18298,413603504,문안산신당재,금남리구간,,4.21,1,126,,
53427,412800104,한북정맥,방성리구간,,4.18,1,126,,
54431,418204201,호명산,호명리구간,,1.97,1,126,,
48293,411500701,천보산,,,4.21,1,126,,
21719,418304701,백운봉,연수리구간,,4.18,1,126,,
26597,418202101,북배산,서상리구간,,4.18,1,126,,
40647,427901901,용화산,유촌리구간,,4.18,1,126,,
38511,421504602,오대산_노인봉,,,4.19,1,126,,
35030,427204601,아미산,검산리구간,,4.21,1,126,,
31792,428302602,설악산_대청봉,,,4.17,1,126,,
28766,428000701,사명산,,,1.98,1,126,,
25826,428000501,봉화산,,,4.18,1,126,,
274,427709304,가수리,용탄리구간,,1.97,1,126,,
47630,421508404,짝바위등산로,장덕리구간,,4.20,1,126,,
19885,427708301,반론산,고양리구간,,1.98,1,126,,
14471,422301901,두타산,내미로리구간,,1.97,1,126,,
37695,457102001,연석산,궁항리구간,,1.99,1,127,,
11472,488703901,대봉산,운곡리구간,,1.99,2,127,,
53475,487204101,한우산,행정저수지-정상구간,행정저수지~삼거리~정상,1.99,1,127,,
24190,488802201,보해산,용산길구간,,1.99,1,127,,
16347,483302501,매봉산,어곡동구간,,1.99,1,127,,
32343,441801201,성주산,성주리구간,,2.99,1,127,,
4008,437400401,곤천산,강진리구간,,4.23,1,127,,
54245,437202801,형제봉,만수리구간,,1.99,1,127,,
24232,477301501,복두산,가음면현리리구간,,1.99,1,127,,
14484,422301901,두타산,활기리구간,,4.23,1,127,,
10337,421501001,노추산,대기리구간,,1.99,1,127,,
50673,467202101,최악산,신기리구간,,2.00,1,128,,
14000,467200103,동악산둘레길,학정리구간,,2.00,1,128,,
16392,488602401,매봉산,덕산리구간,,2.50,1,128,,
38335,487404001,영축산,영축산~영명사구간,신씨고가/영산향교/문호장사당/영명사/영축산성,2.01,1,128,,
14402,488807701,두무산,산제치길-두산길구간,,4.27,1,128,,
6540,483106101,국사봉,양정동구간,,2.51,1,128,,
29045,272000201,산성산,,,2.01,1,128,,
38009,483301201,염수봉,,,4.26,1,128,,
49101,482704701,천황산,남명리구간,,2.01,2,128,,
48599,483302101,천성산,석계리구간,,2.50,1,128,,
31497,478201801,선의산,,,4.02,1,128,,
49101,482704701,천황산,남명리구간,,2.01,2,128,,
20013,317104501,밝얼산,거리구간,,2.00,1,128,,
18813,447901001,미궐산,본의리구간,,2.00,1,128,,
11186,442300801,대둔산_마천대,덕곡리구간,,2.00,1,128,,
44314,448001601,일월산,오봉리구간,,2.51,1,128,,
55136,437600103,화양골둘레길,삼송리구간,,4.27,1,128,,
55136,437600103,화양골둘레길,삼송리구간,,4.27,1,128,,
54061,431300103,향산리둘레길,향산리구간,,4.25,1,128,,
55235,271401401,환성산,대곡리구간,,2.01,1,128,,
44322,477601301,일월산,,,2.01,1,128,,
5614,427505101,구룡산,,,3.52,1,128,,
5614,427505101,구룡산,,,3.52,1,128,,
16420,427605604,매봉산산림욕장,대화리구간,,4.25,1,128,,
31194,421503901,석병산,,,4.27,1,128,,
47230,488605302,지리산_천왕봉,,,4.30,1,129,,
32494,451904001,세걸산,주촌리구간,,3.54,1,129,,
47230,488605302,지리산_천왕봉,,,4.30,1,129,,
14296,451101201,두리봉,우아동1가관암마을(관암교)-산정동백미,,4.28,1,129,"급경사지와, 낙엽이나 토사가 쌓여 미끄러운 구간이 간혹 있음",
36860,488803201,양각산,구곡령-단지봉구간,,4.29,1,129,,
36860,488803201,양각산,구곡령-단지봉구간,,4.29,1,129,,
45062,481901201,장복산,신촌동구간,,4.29,1,129,,
9042,482500801,까치산,,,4.32,1,129,,
45036,471304801,장륙산,,,4.28,1,129,,
51027,447902001,칠갑산,마치리구간,,3.05,1,129,,
46399,441802501,조소산,소성리구간,,4.32,1,129,,
32230,441501901,성정산,이인리구간,,4.05,1,129,,
53265,414600103,한남정맥,북가현리구간,,4.29,1,129,,
31854,441301701,성거산,송전리구간,,3.02,1,129,,
28625,437603601,사랑산,사기막리구간,,4.30,1,129,,
10116,471900301,냉산,도문리구간,,4.33,1,129,,
37752,477502101,연점산,송사리구간,,4.31,1,129,,
14808,431501601,마당재산,포전리구간,,2.03,1,129,,
17221,416101301,무갑산,관음리구간,,2.03,1,129,,
10981,418201101,대금산,마일리구간,,4.30,1,129,,
9464,428105501,남산,,,4.30,1,129,,
22991,468002001,병무산,제산리구간,,4.37,1,131,,
27723,468600801,불갑산,모악리구간,,2.06,1,131,,
778,482400101,각산,송포동구간,,4.34,1,131,,
47278,488605302,지리산_천왕봉,범왕리구간,,4.36,1,131,,
27700,488500401,분지봉,흥룡리구간,,4.39,1,131,,
27714,488500401,분지봉,,,4.37,1,131,,
46629,488205801,좌이산,동화리구간,,2.04,1,131,,
5132,481700201,광제봉,정평리구간,,4.37,1,131,,
39322,457102301,옥녀봉,내아마을 초입-한오봉 정상구간,편백숲/쑥재,4.34,1,131,,
10587,488807601,단지봉,홍감길구간,,4.39,1,131,,
26489,487403501,부엉등산,계상리구간,,3.61,1,131,,
10587,488807601,단지봉,홍감길구간,,4.39,1,131,,
46519,482704301,종남산,마흘리구간,,4.39,1,131,,
34400,317102401,신불산,방기리구간,,4.37,1,131,,
34400,317102401,신불산,방기리구간,,4.37,1,131,,
48298,441508001,천봉,노동리구간,,4.37,1,131,,
39082,441801701,오서산,신풍리구간,,4.35,1,131,,
6959,441505101,극정봉,덕곡리구간,,4.35,1,131,,
41028,472803101,운달산,,,4.38,1,131,,
1943,478500201,건령산,심천리구간,,3.06,1,131,,
29383,431502401,삼봉산,운남리구간,,4.34,1,131,,
51699,477303801,토봉,단밀면 팔등리-단밀면 생송리구간,,3.58,1,131,,
52203,271401201,팔공산_비로봉,동산리구간,,4.11,1,131,,
21116,479301101,백암산,,,2.06,1,131,,
9179,477600103,낙동정맥,,,2.06,1,131,,
6066,421900301,구봉산,낙동정맥(구봉산~유령산),,4.38,1,131,,
19753,414300501,바라산,학의동구간,,3.57,1,131,,
33215,113500201,수락산,상계동구간,,2.05,1,131,,
13235,113200102,도봉산_자운봉,울대리구간,,2.04,1,131,,
17205,416101301,무갑산,우산리구간,,4.39,1,131,,
14465,422301901,두타산,,,4.34,1,131,,
9221,427709904,낙천리,용산리구간,,4.35,1,131,,
6613,467100401,국수봉,대덕면입석리-창평면유천리구간,,4.40,1,132,,
17982,481500901,무학산,중리구간,,2.59,1,132,,
18010,481500901,무학산,석전동구간,,2.59,1,132,,
12485,451900901,덕음산,송치리구간,,4.41,1,132,,
51247,488905801,태백산,원당리구간,,4.40,1,132,,
6544,483106101,국사봉,수월동구간,,2.07,1,132,,
8128,264100101,금정산,구서동구간,,2.07,1,132,,
51021,447902001,칠갑산,지천리구간,,2.07,1,132,,
2344,422300401,검봉산,갈남리구간,,4.41,1,132,,
33038,418202601,수덕산,도대리구간,,2.07,2,132,,
33855,422304201,숲뒤산,,,2.07,1,132,,
53400,491101203,한대오름,상가리구간,,3.64,1,133,하천/늪지대,
37340,468001401,억불산,수양리구간,,2.08,1,133,,Y
28825,467802701,사자산,삼산리구간,,2.09,1,133,,
22086,462300801,백운산,조령리구간,,2.08,1,133,,
15929,482200801,망산,하소리구간,,2.60,1,133,,
32787,488907201,소학산,제내리구간,덕곡포두 ~ 덕곡 대동,2.61,1,133,,
46500,482704301,종남산,,,4.44,1,133,,
5876,478200401,구만산,내리구간,,3.13,1,133,,
5876,478200401,구만산,내리구간,,3.13,1,133,,
7035,441500901,금계산,추계리구간,,4.44,1,133,,
13887,431101101,동림산,장동리구간,,2.08,1,133,,
44494,441302901,작성산,도원리구간,,3.66,1,133,정상에서 병천 5리 방향(수협연수원) 약 700m 가파른 경사.,
